vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount
CMT,2024-05-12 10:08:05,2024-02-19 07:20:24,3,33.0,6,N,-73.786804,40.656303,-73.774668,40.661927,No Charge,434.3,3.15,2.28,84.64,9.82,216.23
VTS,2024-03-02 01:43:14,2024-08-26 03:00:39,5,48.49,4,N,-73.776728,40.687251,-73.847551,40.823414,Cash,356.9,8.79,0.77,77.19,43.83,278.33
VTS,2024-05-06 07:10:28,2024-06-27 14:36:20,4,33.28,4,N,-73.943215,40.828576,-73.959234,40.790269,Cash,163.66,4.07,4.5,60.48,41.63,165.81
CMT,2024-01-01 08:54:04,2024-06-07 02:51:38,4,27.56,3,N,-73.99532,40.786856,-73.839993,40.727205,Cash,52.06,2.96,2.94,94.86,3.12,448.86
VTS,2024-07-14 16:25:07,2024-02-23 17:56:06,3,42.75,6,Y,-73.943031,40.656093,-73.845662,40.790802,Unknown,455.35,6.67,0.03,17.68,20.7,567.51
VTS,2024-06-10 06:06:35,2024-08-19 14:04:29,2,23.59,3,Y,-73.784374,40.720907,-73.900691,40.632774,Unknown,109.85,9.19,0.45,60.15,9.72,82.49
VTS,2024-04-21 13:06:54,2024-08-16 08:28:57,4,13.57,3,Y,-73.904471,40.831554,-73.784056,40.794246,Credit Card,244.54,2.34,2.67,37.61,3.33,333.23
VTS,2024-01-02 13:35:38,2024-06-14 23:48:40,1,49.62,5,Y,-73.945624,40.634402,-73.852141,40.773812,Dispute,383.09,2.36,0.4,48.54,2.69,388.68
CMT,2024-03-06 13:19:03,2024-01-30 09:05:37,1,7.75,1,Y,-73.848084,40.778042,-73.752724,40.799388,No Charge,232.99,3.84,2.34,80.73,36.63,501.64
CMT,2024-01-15 13:53:48,2024-10-18 01:38:35,6,34.57,4,N,-73.958749,40.649972,-73.851473,40.782668,Credit Card,435.88,7.89,1.48,22.34,27.1,474.21
VTS,2024-09-07 20:14:21,2024-09-26 14:33:15,3,29.03,4,N,-73.795115,40.809392,-73.920486,40.838834,Dispute,104.01,9.38,2.92,8.1,9.36,168.11
CMT,2024-08-12 09:20:51,2024-11-14 11:50:31,1,19.36,4,Y,-73.810827,40.693741,-74.046272,40.67783,Unknown,61.76,4.53,3.07,41.02,13.76,35.81
VTS,2024-09-17 23:21:11,2024-04-22 00:07:47,4,17.48,3,Y,-73.795181,40.657025,-74.001849,40.74101,No Charge,36.14,9.19,1.98,42.69,4.31,65.51
CMT,2024-05-05 12:44:18,2024-04-04 13:40:38,4,15.03,4,N,-73.751987,40.778904,-73.897161,40.725356,No Charge,12.69,4.58,3.01,9.67,26.09,96.19
CMT,2024-06-11 14:50:35,2024-06-13 10:25:08,6,5.69,3,N,-73.808699,40.776596,-73.800771,40.751343,Unknown,52.02,8.84,0.06,15.04,8.06,89.22
VTS,2024-08-07 14:26:41,2024-01-24 16:00:03,4,1.09,6,Y,-73.880459,40.76528,-73.946488,40.734554,Dispute,285.23,8.39,0.51,76.07,41.87,334.07
VTS,2024-02-26 19:53:28,2024-02-28 22:44:46,6,36.11,1,Y,-73.772214,40.788275,-73.858822,40.707119,Dispute,75.91,5.13,0.04,13.91,15.57,105.39
CMT,2024-08-24 03:36:32,2024-05-27 21:30:56,3,23.86,4,N,-73.999294,40.822221,-73.856728,40.630221,Dispute,196.55,8.73,1.09,1.82,4.07,258.42
VTS,2024-01-29 06:48:14,2024-10-26 18:47:33,2,25.52,2,Y,-73.985708,40.654933,-73.961653,40.70861,Credit Card,484.56,3.72,2.36,38.28,42.52,97.84
VTS,2024-07-01 00:39:37,2024-05-19 05:59:24,5,10.8,2,N,-73.809678,40.782115,-73.894981,40.65393,Cash,78.96,7.61,0.97,29.92,8.11,502.47
VTS,2024-05-17 16:31:04,2024-08-19 13:33:12,2,42.16,4,Y,-73.785359,40.646838,-74.008848,40.642583,No Charge,253.38,5.02,3.38,21.09,24.64,82.72
CMT,2024-11-05 01:03:34,2024-08-30 20:53:38,2,48.89,4,Y,-73.772653,40.667748,-73.812844,40.683184,No Charge,114.61,0.47,4.12,49.4,7.78,223.0
CMT,2024-09-05 16:08:09,2024-05-02 22:33:52,5,35.56,3,Y,-74.00865,40.805768,-73.977133,40.659426,Dispute,342.7,0.26,3.26,45.37,10.99,247.23
CMT,2024-01-20 11:43:55,2024-09-09 21:16:04,6,38.85,3,Y,-73.754679,40.70802,-73.933892,40.747154,No Charge,332.8,7.73,0.87,77.09,23.92,466.34
CMT,2024-07-05 21:22:48,2024-03-02 07:02:19,1,46.16,2,Y,-73.823968,40.635329,-74.022372,40.637973,Dispute,353.47,0.4,2.77,74.45,18.33,108.37
CMT,2024-03-21 08:39:31,2024-01-21 20:35:13,1,41.63,6,Y,-74.02076,40.74712,-73.824578,40.6807,Cash,141.01,2.12,1.16,84.11,44.66,233.64
CMT,2024-10-27 08:39:28,2024-05-04 13:04:20,5,10.91,2,Y,-73.821796,40.790007,-73.769332,40.785406,Unknown,185.77,2.32,0.63,26.54,24.23,393.5
VTS,2024-04-06 21:35:57,2024-08-15 02:54:16,3,27.57,5,N,-73.907509,40.630097,-73.805231,40.727043,Unknown,341.17,0.49,2.74,70.08,3.53,213.56
VTS,2024-04-22 05:36:48,2024-08-19 02:15:26,2,20.41,1,N,-73.866311,40.804971,-74.040093,40.684103,No Charge,343.96,7.55,2.43,46.67,34.41,492.4
CMT,2024-08-12 07:39:02,2024-06-25 06:17:05,3,38.79,2,Y,-73.860923,40.66621,-73.84541,40.687963,Dispute,481.95,7.33,2.51,26.0,30.36,470.11
VTS,2024-11-18 15:49:13,2024-05-17 20:47:38,6,10.63,2,N,-73.767584,40.801669,-73.860534,40.797199,Unknown,263.87,7.51,4.87,34.31,34.61,376.51
CMT,2024-01-20 11:40:46,2024-07-11 01:16:56,6,35.24,5,N,-73.764737,40.705086,-73.777593,40.813731,Dispute,51.73,8.34,3.43,41.26,8.27,551.62
VTS,2024-06-04 10:47:42,2024-08-31 08:50:54,4,22.22,1,Y,-73.863459,40.663816,-73.903021,40.650969,Unknown,141.01,1.35,1.76,60.44,23.49,16.82
VTS,2024-05-19 22:06:53,2024-07-16 16:57:20,4,18.54,6,N,-73.984032,40.806063,-73.966478,40.723412,No Charge,130.3,9.59,0.03,96.29,8.58,581.03
CMT,2024-07-27 10:43:06,2024-07-13 05:51:51,6,19.88,3,N,-73.826627,40.642422,-73.898643,40.670531,Unknown,185.71,7.51,0.67,79.94,27.43,79.43
CMT,2024-05-05 16:41:36,2024-07-26 12:54:25,1,46.25,3,Y,-73.851393,40.658697,-73.990574,40.72981,Dispute,257.98,8.03,3.91,45.87,48.74,239.54
CMT,2024-02-27 00:18:45,2024-02-14 11:47:16,5,30.97,5,N,-73.824886,40.770718,-73.784518,40.632504,No Charge,392.6,2.29,1.96,85.72,15.11,176.75
VTS,2024-08-31 05:53:49,2024-04-24 20:14:56,2,40.21,1,Y,-74.009037,40.831935,-73.75144,40.750978,Dispute,344.46,1.4,2.75,91.05,22.26,79.79
VTS,2024-04-10 02:18:44,2024-11-13 06:49:33,2,26.32,4,Y,-73.93182,40.716209,-73.91062,40.72833,Unknown,414.16,5.9,2.31,33.65,27.43,286.97
VTS,2024-01-31 02:40:04,2024-09-23 15:30:37,5,37.11,5,Y,-73.780868,40.719876,-73.834115,40.637994,Unknown,128.99,3.29,3.95,0.66,29.86,553.9
VTS,2024-06-27 02:04:28,2024-02-15 17:59:37,3,35.03,4,Y,-73.852952,40.814566,-73.843977,40.669976,Unknown,54.43,1.34,4.32,62.75,14.91,408.78
VTS,2024-10-14 08:31:14,2024-06-13 15:20:54,6,16.82,5,N,-73.75748,40.771529,-74.003251,40.63142,Unknown,94.37,5.59,3.28,38.45,1.72,551.53
CMT,2024-06-17 15:41:49,2024-02-28 14:40:59,4,23.12,3,Y,-73.793672,40.66634,-74.044803,40.833978,Unknown,248.45,4.67,0.22,15.36,14.6,588.48
CMT,2024-02-09 02:18:53,2024-07-19 04:52:08,6,35.47,2,Y,-73.817522,40.737236,-74.009768,40.744479,Credit Card,47.7,8.36,4.0,73.82,38.04,272.37
CMT,2024-10-10 04:06:28,2024-03-01 10:42:23,2,38.84,2,N,-73.781966,40.751537,-73.839809,40.732114,Dispute,291.68,4.87,1.58,38.16,23.46,351.28
VTS,2024-04-17 22:46:06,2024-10-15 20:51:01,4,17.13,6,N,-74.018873,40.814467,-73.975648,40.748464,No Charge,135.83,8.59,4.39,0.8,27.6,143.79
VTS,2024-02-20 09:20:09,2024-10-03 15:16:34,4,6.58,4,N,-73.874457,40.777412,-73.778232,40.712525,Unknown,251.18,0.49,1.95,70.77,21.19,12.97
CMT,2024-01-28 09:47:32,2024-09-20 07:20:54,6,42.57,2,N,-73.755984,40.655017,-73.907553,40.732044,Unknown,74.17,1.66,1.31,23.99,31.16,465.17
VTS,2024-02-26 22:07:04,2024-07-24 16:45:20,2,12.25,3,Y,-73.804085,40.781589,-73.870556,40.704583,Credit Card,281.74,8.16,1.04,95.54,15.96,561.67
VTS,2024-09-29 04:51:21,2024-05-22 10:10:04,1,21.03,4,N,-74.044052,40.707888,-73.807679,40.739604,Cash,226.36,7.94,2.45,57.0,48.08,165.52
CMT,2024-03-10 06:46:22,2024-07-23 21:26:10,5,28.19,6,N,-74.037669,40.639824,-73.946413,40.813616,No Charge,75.75,5.99,4.7,78.43,33.01,170.82
CMT,2024-08-21 15:13:35,2024-03-03 14:15:28,5,27.77,2,N,-73.826108,40.793969,-73.770085,40.675148,Unknown,81.3,9.83,1.23,51.96,22.86,559.51
CMT,2024-06-12 07:44:28,2024-10-11 16:46:43,5,8.33,2,N,-73.832021,40.672565,-74.001653,40.756264,Credit Card,484.78,2.89,4.67,93.43,42.44,99.08
VTS,2024-03-19 05:12:08,2024-08-19 06:21:33,4,31.52,6,N,-74.01755,40.714623,-74.032318,40.794391,Cash,381.03,1.86,2.06,56.13,32.99,126.92
CMT,2024-04-12 02:06:05,2024-04-10 11:19:07,3,31.67,2,N,-73.907139,40.652571,-74.006184,40.646756,Cash,64.7,4.66,0.8,88.79,11.21,359.91
CMT,2024-03-16 03:06:36,2024-07-03 18:03:53,4,16.19,6,N,-74.003388,40.744438,-73.80616,40.778269,No Charge,9.49,0.97,4.7,66.61,43.75,253.95
VTS,2024-01-19 00:55:08,2024-06-23 21:17:45,5,28.3,4,Y,-73.963583,40.772698,-73.993258,40.845796,Credit Card,450.9,7.86,3.23,22.08,42.83,499.86
CMT,2024-09-24 23:29:47,2024-01-29 14:05:54,2,17.57,6,N,-73.872527,40.647623,-73.977704,40.709287,Cash,308.41,6.51,2.78,5.32,38.8,352.09
CMT,2024-08-10 12:06:22,2024-06-18 16:24:28,3,40.86,5,Y,-73.838358,40.695952,-73.813507,40.639411,Dispute,138.32,2.98,1.48,72.41,1.6,204.58
CMT,2024-11-16 12:59:26,2024-01-11 15:38:20,4,3.12,3,Y,-73.976592,40.670085,-74.018047,40.778364,No Charge,378.16,2.35,2.06,31.76,43.92,356.11
CMT,2024-08-31 11:10:35,2024-01-05 02:52:15,5,34.31,2,Y,-73.892707,40.755842,-73.997941,40.748917,Unknown,213.92,9.91,1.06,83.43,25.68,272.11
VTS,2024-02-29 21:56:41,2024-08-06 17:10:39,5,15.93,1,N,-73.893123,40.678497,-74.011041,40.666973,Unknown,282.32,8.67,2.44,89.68,0.66,166.76
CMT,2024-07-03 12:36:46,2024-09-30 22:14:12,3,4.9,1,N,-73.897807,40.658699,-73.893807,40.70551,Cash,366.59,8.59,1.95,63.82,22.45,549.9
VTS,2024-03-27 15:16:00,2024-01-05 22:16:36,5,1.15,4,Y,-73.93902,40.745923,-73.849531,40.717675,Unknown,264.41,3.67,0.39,30.8,2.96,432.45
VTS,2024-03-10 21:25:55,2024-03-02 17:47:08,1,16.15,1,N,-73.88529,40.823821,-73.820115,40.749837,Dispute,368.47,1.71,2.28,9.76,2.15,93.9
VTS,2024-09-03 22:12:15,2024-07-25 20:04:56,2,49.99,5,N,-73.976031,40.768469,-73.854819,40.632168,No Charge,102.81,7.34,0.07,88.67,4.35,393.58
VTS,2024-04-25 18:42:54,2024-03-13 00:41:38,6,10.19,6,Y,-74.046234,40.765594,-74.008691,40.688069,No Charge,472.21,0.2,4.84,49.19,5.78,235.71
CMT,2024-07-12 19:38:03,2024-04-23 12:56:23,4,25.89,4,Y,-73.938913,40.849307,-73.789036,40.650769,No Charge,465.19,4.89,1.54,18.68,0.02,210.48
CMT,2024-10-23 23:40:33,2024-04-08 19:58:33,6,2.11,2,Y,-74.018058,40.710932,-73.764835,40.731641,Credit Card,319.63,6.9,2.78,59.63,48.5,106.28
VTS,2024-10-03 07:03:08,2024-10-17 07:23:42,4,31.04,6,N,-73.985959,40.78039,-73.823851,40.813176,Unknown,119.12,8.55,2.11,29.69,16.29,572.26
VTS,2024-05-19 21:14:13,2024-10-26 03:44:44,4,4.23,2,N,-74.044688,40.754302,-73.805722,40.714096,Credit Card,269.54,8.84,0.63,21.72,21.08,280.15
CMT,2024-09-25 13:38:41,2024-04-10 06:50:18,5,15.05,6,Y,-73.94351,40.787821,-73.863748,40.806659,No Charge,159.91,8.42,1.48,75.78,6.51,32.64
VTS,2024-10-12 14:56:18,2024-08-05 05:51:07,5,42.36,5,N,-74.026689,40.844674,-73.932274,40.827452,Credit Card,70.74,5.91,0.51,38.74,37.86,528.49
VTS,2024-01-22 21:47:23,2024-04-21 22:01:40,4,27.95,4,N,-73.753399,40.640388,-73.800657,40.827682,No Charge,315.73,3.29,3.46,16.15,3.09,485.79
CMT,2024-06-21 19:41:03,2024-02-07 02:25:44,6,33.83,4,N,-73.96543,40.647424,-73.915298,40.760085,Cash,102.01,4.47,4.24,58.63,47.81,192.44
CMT,2024-07-25 02:29:02,2024-05-05 18:40:16,4,23.46,2,Y,-73.949933,40.653344,-73.779978,40.711011,No Charge,309.83,0.18,1.84,72.76,18.98,216.38
VTS,2024-08-19 13:49:20,2024-06-09 00:49:40,2,7.97,1,Y,-73.825535,40.70657,-73.931847,40.715409,Cash,241.31,6.89,0.09,84.77,25.66,164.65
VTS,2024-10-10 11:03:45,2024-09-24 00:55:15,1,29.71,5,N,-73.75367,40.683224,-73.762289,40.845422,Credit Card,387.85,6.56,2.64,30.66,16.1,300.23
CMT,2024-04-10 17:05:48,2024-01-30 22:22:58,1,18.69,2,N,-74.027561,40.816736,-74.028834,40.742978,No Charge,44.4,1.63,1.91,3.62,16.59,451.71
VTS,2024-07-16 20:57:33,2024-10-23 00:38:07,1,5.49,1,N,-73.759515,40.718485,-73.997073,40.839227,Dispute,188.07,2.53,0.25,7.12,14.9,595.39
VTS,2024-04-02 12:09:44,2024-10-08 21:56:46,5,33.11,3,Y,-74.004393,40.832729,-73.814331,40.662545,Dispute,272.52,9.41,2.54,95.3,26.31,149.6
CMT,2024-06-17 11:01:10,2024-02-20 07:47:17,4,7.37,1,N,-74.00336,40.774445,-73.768188,40.714396,Credit Card,66.65,6.8,1.4,34.8,20.94,249.53
CMT,2024-03-09 15:25:20,2024-11-13 01:49:10,3,4.39,2,Y,-73.841434,40.772944,-73.866515,40.630805,Credit Card,206.87,5.49,1.12,13.22,30.09,283.95
CMT,2024-05-25 23:38:39,2024-03-22 18:59:12,4,13.24,1,Y,-73.997649,40.668846,-73.992127,40.721786,Cash,435.92,0.31,1.57,87.15,40.75,32.46
VTS,2024-06-17 00:51:45,2024-11-05 06:15:02,4,17.73,3,N,-74.018224,40.807895,-74.045886,40.708376,Cash,153.3,1.61,0.6,6.34,17.99,434.17
VTS,2024-10-06 07:14:11,2024-01-05 01:15:54,5,48.12,3,N,-73.840799,40.662789,-73.773141,40.632519,Cash,475.98,2.17,0.35,4.84,37.69,88.54
CMT,2024-09-18 06:36:45,2024-01-02 09:05:59,4,45.59,2,N,-73.876656,40.774133,-73.988078,40.644285,No Charge,308.24,6.55,2.01,72.66,5.01,86.41
CMT,2024-03-22 01:07:24,2024-07-02 20:34:48,2,30.65,3,N,-74.013115,40.740503,-73.914721,40.78572,Unknown,99.57,6.8,1.93,60.73,1.92,189.88
VTS,2024-07-26 03:34:41,2024-01-17 22:03:01,3,9.54,2,N,-73.821469,40.718444,-73.8396,40.6838,No Charge,332.91,0.96,1.85,30.26,37.87,317.13
VTS,2024-04-12 23:40:18,2024-02-20 03:28:22,2,22.63,1,Y,-74.030251,40.734088,-73.905537,40.838614,Credit Card,118.07,0.55,1.86,50.29,4.12,591.46
VTS,2024-05-01 01:34:56,2024-08-10 22:37:57,1,39.96,1,Y,-73.792922,40.714783,-73.994523,40.680626,Dispute,485.83,7.72,0.32,22.66,0.41,512.09
VTS,2024-01-25 06:09:28,2024-05-26 10:01:27,5,33.78,1,N,-73.84956,40.802252,-73.834276,40.640688,Credit Card,13.31,9.31,1.89,28.28,32.83,532.79
VTS,2024-09-19 12:08:47,2024-11-12 02:19:16,6,10.51,3,Y,-74.011924,40.688586,-73.907424,40.748589,Cash,97.13,2.4,2.39,73.25,19.66,72.47
CMT,2024-07-17 20:50:38,2024-08-04 15:01:36,5,22.54,1,N,-73.851954,40.79723,-73.981711,40.671289,Dispute,290.48,8.84,3.56,5.46,24.74,14.45
VTS,2024-02-27 17:25:50,2024-02-27 07:44:20,5,19.83,2,Y,-73.780733,40.690393,-73.981876,40.684851,Credit Card,324.39,7.86,4.72,89.26,40.06,244.33
VTS,2024-08-27 00:38:00,2024-07-24 10:39:07,2,34.17,3,N,-73.949396,40.763539,-73.836584,40.728967,Unknown,450.55,0.76,2.99,26.27,18.11,581.37
CMT,2024-02-29 22:39:17,2024-05-10 15:52:58,5,24.71,1,N,-73.852663,40.662736,-73.877346,40.826339,Dispute,425.98,2.0,2.21,70.34,47.78,552.13
CMT,2024-06-14 20:53:15,2024-04-19 03:42:44,5,34.49,1,N,-73.754086,40.694319,-73.90023,40.663374,Credit Card,171.6,1.98,4.56,95.04,43.67,497.81
CMT,2024-01-20 01:30:27,2024-09-10 13:41:57,5,10.98,2,Y,-73.949629,40.631536,-73.887972,40.696247,Unknown,341.37,2.55,2.7,89.11,30.33,57.21
CMT,2024-02-10 02:32:28,2024-01-25 20:47:41,3,11.5,3,N,-73.764847,40.707439,-74.026379,40.777592,Credit Card,439.48,6.58,2.61,71.98,45.45,363.83
VTS,2024-03-15 16:52:01,2024-01-15 11:12:10,4,26.73,4,Y,-73.777385,40.74674,-73.999077,40.636122,Cash,159.51,6.13,3.51,44.51,20.73,414.9
VTS,2024-03-31 19:20:59,2024-02-01 01:07:19,5,41.65,4,N,-74.013655,40.755029,-73.75762,40.632385,Dispute,392.85,1.49,2.23,26.0,42.65,571.11
CMT,2024-01-20 02:12:29,2024-02-07 01:16:29,2,49.61,3,Y,-73.751442,40.737756,-73.932549,40.65992,Unknown,412.89,5.0,3.7,19.58,20.79,212.24
VTS,2024-01-13 17:02:49,2024-11-14 23:19:23,3,23.3,1,Y,-73.925639,40.633114,-73.829814,40.772266,No Charge,444.91,5.26,1.14,92.41,48.13,257.61
CMT,2024-07-25 13:41:51,2024-04-10 16:05:23,2,13.8,5,N,-73.926106,40.699659,-74.03089,40.805208,Dispute,374.09,0.24,2.33,57.42,9.82,558.85
CMT,2024-07-04 18:57:13,2024-02-13 17:39:52,2,13.39,3,Y,-73.88793,40.752454,-74.04029,40.651724,No Charge,70.91,2.4,0.88,33.55,31.25,516.81
VTS,2024-03-02 09:28:28,2024-10-21 03:04:44,6,3.12,4,N,-73.958369,40.825547,-73.90633,40.710757,Dispute,342.77,6.93,3.29,3.34,28.7,21.72
CMT,2024-01-16 13:29:57,2024-03-14 06:49:13,4,12.03,2,Y,-73.991409,40.69769,-73.889454,40.816783,Credit Card,148.06,1.07,1.03,37.37,20.16,46.63
VTS,2024-01-06 06:55:10,2024-06-20 00:32:06,1,6.17,4,N,-74.010522,40.797509,-73.862684,40.687618,Dispute,86.37,7.88,1.72,53.61,31.04,267.72
CMT,2024-04-12 09:17:04,2024-11-03 12:13:37,6,21.05,2,N,-74.023866,40.673733,-74.007941,40.721846,Credit Card,86.8,4.73,1.97,66.67,26.92,198.67
VTS,2024-03-22 09:26:02,2024-07-29 05:43:32,3,36.79,4,N,-73.9002,40.79988,-74.003968,40.667277,Credit Card,409.3,8.16,3.2,94.19,41.71,97.67
VTS,2024-07-23 15:56:17,2024-10-21 06:29:59,4,47.17,3,N,-73.754594,40.732377,-73.938402,40.81872,Cash,14.16,7.32,4.82,25.01,41.8,202.99
CMT,2024-08-01 06:30:36,2024-03-02 01:15:49,2,24.04,3,Y,-74.040465,40.659718,-73.870112,40.839938,No Charge,157.2,2.18,1.77,54.41,27.32,117.65
CMT,2024-09-22 17:04:58,2024-06-25 22:45:41,1,41.15,3,N,-74.027147,40.704644,-73.985506,40.657259,Dispute,290.34,9.05,4.11,90.05,13.92,140.44
CMT,2024-11-07 04:17:30,2024-08-31 21:56:35,3,3.87,2,N,-73.993269,40.749799,-73.879553,40.751704,Cash,5.99,8.9,0.14,99.31,37.47,482.82
VTS,2024-06-25 10:02:46,2024-07-08 15:53:34,5,25.25,5,N,-73.919954,40.801304,-73.873245,40.708757,Cash,126.73,7.4,4.6,92.72,31.54,564.28
VTS,2024-05-05 20:32:44,2024-02-16 20:33:12,3,47.26,3,N,-73.775402,40.759672,-73.924731,40.73443,Unknown,136.09,3.86,3.87,52.88,6.21,453.19
VTS,2024-10-25 22:50:09,2024-03-07 14:46:39,2,24.82,4,N,-74.027683,40.691958,-73.931404,40.631449,No Charge,13.44,2.67,0.08,94.89,17.3,182.27
CMT,2024-04-18 09:05:12,2024-04-08 11:18:16,2,26.59,5,N,-73.952379,40.748792,-73.835844,40.821943,Credit Card,400.56,1.94,2.76,36.32,42.4,156.74
CMT,2024-07-04 00:04:21,2024-07-20 01:45:47,3,6.87,6,N,-73.866148,40.688005,-73.860203,40.690127,Unknown,124.54,2.4,4.85,24.59,4.76,521.09
CMT,2024-10-30 20:20:22,2024-08-01 04:45:22,3,22.32,3,N,-73.798435,40.793794,-73.912868,40.633682,Credit Card,121.67,5.43,0.72,82.13,4.94,554.3
CMT,2024-11-06 01:07:38,2024-01-11 16:47:57,5,39.8,4,Y,-73.861004,40.831578,-74.04286,40.681386,Cash,491.69,2.57,2.37,20.65,29.6,450.62
CMT,2024-01-13 16:44:04,2024-01-16 08:45:54,2,4.79,2,Y,-73.776584,40.758222,-73.805621,40.843772,Unknown,372.66,2.0,0.01,98.59,43.54,533.98
CMT,2024-02-02 03:37:12,2024-03-21 17:48:47,3,14.89,5,Y,-73.78965,40.721611,-73.948896,40.720945,Dispute,130.02,2.96,0.23,43.65,11.89,185.28
VTS,2024-08-13 11:35:53,2024-11-16 19:49:58,3,22.35,3,N,-73.966823,40.754202,-73.81894,40.768369,Credit Card,469.98,6.8,1.94,70.85,28.21,391.81
CMT,2024-08-03 21:04:09,2024-04-03 05:30:02,5,8.35,1,N,-73.930342,40.770958,-73.798449,40.71095,Unknown,200.93,3.61,4.38,5.32,1.29,245.23
CMT,2024-01-19 12:40:51,2024-01-22 21:29:44,6,32.26,6,N,-73.899739,40.634225,-74.011788,40.687738,No Charge,264.39,1.32,2.42,58.44,28.4,217.66
VTS,2024-06-01 20:36:18,2024-08-22 22:53:12,6,7.29,1,N,-74.018208,40.794535,-73.90687,40.651581,No Charge,443.06,3.57,0.65,92.05,31.83,294.45
CMT,2024-06-30 12:15:49,2024-02-11 15:00:57,2,16.91,1,Y,-73.772358,40.685235,-73.846558,40.810774,Cash,149.32,5.29,0.04,24.62,2.17,62.03
CMT,2024-09-27 17:15:00,2024-08-18 10:51:49,4,1.35,6,Y,-73.897234,40.701864,-74.011541,40.772476,No Charge,432.87,7.27,1.71,93.56,12.28,540.59
VTS,2024-11-06 14:26:20,2024-09-28 11:22:58,5,25.21,4,Y,-73.836096,40.732694,-73.89739,40.799333,Credit Card,66.36,5.24,1.88,31.12,9.37,35.16
VTS,2024-02-29 15:25:46,2024-05-23 07:06:39,1,22.07,6,N,-73.876576,40.718895,-74.003863,40.817657,Dispute,388.96,5.0,2.21,64.07,43.81,374.5
CMT,2024-05-15 01:41:13,2024-02-09 08:34:26,6,39.56,4,Y,-73.77113,40.813732,-73.840017,40.776497,No Charge,143.92,6.35,2.52,36.75,19.15,597.05
VTS,2024-03-16 14:37:41,2024-06-15 09:10:08,1,12.18,1,N,-73.757282,40.804025,-73.80384,40.644188,Unknown,338.27,9.93,0.83,63.2,48.31,179.49
VTS,2024-06-14 04:48:48,2024-08-05 07:30:14,4,8.61,4,Y,-73.853793,40.722047,-73.945408,40.699085,Credit Card,398.25,4.71,1.41,41.85,12.67,157.55
CMT,2024-09-16 18:30:33,2024-03-23 14:46:10,2,49.06,4,N,-73.774215,40.768507,-74.011959,40.752907,Dispute,111.21,2.48,3.82,83.04,26.84,46.71
VTS,2024-10-04 00:54:57,2024-07-16 13:58:13,1,4.07,3,N,-73.909802,40.682716,-73.839275,40.723921,Dispute,126.68,0.62,1.78,33.86,24.0,240.34
VTS,2024-07-28 21:13:17,2024-11-18 23:49:19,3,2.33,4,Y,-74.014208,40.812329,-73.898843,40.756836,Unknown,434.78,2.93,1.59,75.99,38.17,244.42
CMT,2024-05-06 16:42:32,2024-01-17 09:58:34,6,6.54,1,Y,-74.034744,40.686947,-74.015574,40.639971,Cash,385.98,0.34,2.79,41.5,41.44,59.05
CMT,2024-04-10 20:23:41,2024-10-25 22:16:45,2,26.88,5,N,-73.891976,40.739909,-73.983769,40.678807,No Charge,349.48,2.01,0.41,73.67,42.34,586.98
VTS,2024-01-02 11:30:57,2024-05-09 05:35:08,3,48.87,6,Y,-73.931149,40.694422,-73.877091,40.709829,No Charge,309.12,8.16,2.86,18.01,12.4,538.9
VTS,2024-04-01 19:36:42,2024-11-14 00:33:07,6,20.33,2,N,-73.899175,40.656677,-74.028606,40.72503,No Charge,57.66,7.88,3.9,65.76,10.79,330.79
CMT,2024-01-05 23:37:27,2024-05-02 10:23:42,4,23.9,5,N,-73.789376,40.777204,-73.775305,40.631291,No Charge,362.16,4.59,0.7,82.8,35.32,77.59
VTS,2024-06-23 07:41:15,2024-03-05 08:00:49,6,42.24,4,N,-73.876378,40.676869,-73.993501,40.811442,No Charge,383.74,6.48,4.12,98.63,11.33,394.73
VTS,2024-02-18 20:35:26,2024-06-25 23:06:03,2,47.95,1,N,-73.800411,40.688299,-73.863693,40.840351,No Charge,45.85,6.25,3.23,89.53,38.43,146.11
CMT,2024-08-19 02:41:07,2024-11-18 07:31:01,6,18.83,3,Y,-73.795074,40.813594,-73.95211,40.71389,Credit Card,33.25,4.85,3.88,5.72,10.0,240.09
VTS,2024-07-27 21:26:37,2024-01-02 16:08:02,2,33.31,4,N,-73.754169,40.656748,-73.860938,40.844616,Cash,6.18,0.37,3.28,60.18,5.66,236.85
CMT,2024-03-23 01:49:04,2024-08-17 07:43:04,5,7.8,3,Y,-73.901401,40.676196,-73.959219,40.838848,No Charge,482.79,1.24,4.15,54.39,13.07,522.64
CMT,2024-01-09 08:56:39,2024-01-05 10:42:34,3,37.53,2,N,-73.799673,40.650443,-73.885584,40.735392,Cash,292.5,9.51,0.24,36.25,31.78,104.74
CMT,2024-09-15 23:05:50,2024-06-14 23:59:24,1,32.46,2,N,-73.88527,40.834171,-73.975612,40.700622,Cash,359.4,0.7,2.9,16.48,6.74,314.27
CMT,2024-07-15 16:31:33,2024-01-12 18:49:12,4,31.17,3,Y,-73.836325,40.834521,-73.879805,40.656007,No Charge,488.39,4.6,4.07,44.72,33.76,126.52
